"FIN","Day-ahead Total Load Forecast [MW] - Finland (FI)","Actual Total Load [MW] - Finland (FI)"
"03.03.2018 19:00 - 03.03.2018 20:00","12894","12634"
"03.03.2018 20:00 - 03.03.2018 21:00","12569","12222"
"03.03.2018 21:00 - 03.03.2018 22:00","12689","12410"
"03.03.2018 22:00 - 03.03.2018 23:00","12588","12297"
"03.03.2018 23:00 - 04.03.2018 00:00","12280","12017"
"04.03.2018 00:00 - 04.03.2018 01:00","12042","11731"
"04.03.2018 01:00 - 04.03.2018 02:00","11933","11542"
"04.03.2018 02:00 - 04.03.2018 03:00","11913","11527"
"04.03.2018 03:00 - 04.03.2018 04:00","11913","11551"
"04.03.2018 04:00 - 04.03.2018 05:00","11998","11670"
"04.03.2018 05:00 - 04.03.2018 06:00","12144","11893"
"04.03.2018 06:00 - 04.03.2018 07:00","12040","11606"
"04.03.2018 07:00 - 04.03.2018 08:00","12212","11803"
"04.03.2018 08:00 - 04.03.2018 09:00","12263","11976"
"04.03.2018 09:00 - 04.03.2018 10:00","12328","12031"
"04.03.2018 10:00 - 04.03.2018 11:00","12272","11924"
"04.03.2018 11:00 - 04.03.2018 12:00","12155","11755"
"04.03.2018 12:00 - 04.03.2018 13:00","12086","11546"
"04.03.2018 13:00 - 04.03.2018 14:00","11995","11408"
"04.03.2018 14:00 - 04.03.2018 15:00","11979","11435"
"04.03.2018 15:00 - 04.03.2018 16:00","12024","11471"
"04.03.2018 16:00 - 04.03.2018 17:00","12238","11664"
"04.03.2018 17:00 - 04.03.2018 18:00","12654","12158"
"04.03.2018 18:00 - 04.03.2018 19:00","12803","12362"
"04.03.2018 19:00 - 04.03.2018 20:00","12696","12192"
"04.03.2018 20:00 - 04.03.2018 21:00","12483","11811"
"04.03.2018 21:00 - 04.03.2018 22:00","12692","12136"
"04.03.2018 22:00 - 04.03.2018 23:00","12654","12161"
"04.03.2018 23:00 - 05.03.2018 00:00","12007","11880"
"05.03.2018 00:00 - 05.03.2018 01:00","11876","11681"
"05.03.2018 01:00 - 05.03.2018 02:00","11782","11589"
"05.03.2018 02:00 - 05.03.2018 03:00","11785","11543"
"05.03.2018 03:00 - 05.03.2018 04:00","11994","11729"
"05.03.2018 04:00 - 05.03.2018 05:00","12361","12210"
"05.03.2018 05:00 - 05.03.2018 06:00","13088","13119"
"05.03.2018 06:00 - 05.03.2018 07:00","13285","13255"
"05.03.2018 07:00 - 05.03.2018 08:00","13470","13371"
"05.03.2018 08:00 - 05.03.2018 09:00","13507","13354"
"05.03.2018 09:00 - 05.03.2018 10:00","13287","13125"
"05.03.2018 10:00 - 05.03.2018 11:00","13133","12891"
"05.03.2018 11:00 - 05.03.2018 12:00","13000","12692"
"05.03.2018 12:00 - 05.03.2018 13:00","12893","12514"
"05.03.2018 13:00 - 05.03.2018 14:00","12793","12464"
"05.03.2018 14:00 - 05.03.2018 15:00","12763","12466"
"05.03.2018 15:00 - 05.03.2018 16:00","12682","12432"
"05.03.2018 16:00 - 05.03.2018 17:00","12770","12466"
"05.03.2018 17:00 - 05.03.2018 18:00","13052","12803"
"05.03.2018 18:00 - 05.03.2018 19:00","13265","12967"
"05.03.2018 19:00 - 05.03.2018 20:00","13157","12715"
"05.03.2018 20:00 - 05.03.2018 21:00","12771","12241"
"05.03.2018 21:00 - 05.03.2018 22:00","12836","12462"
"05.03.2018 22:00 - 05.03.2018 23:00","12631","12321"
"05.03.2018 23:00 - 06.03.2018 00:00","12046","11907"
"06.03.2018 00:00 - 06.03.2018 01:00","11802","11660"
"06.03.2018 01:00 - 06.03.2018 02:00","11669","11513"
"06.03.2018 02:00 - 06.03.2018 03:00","11654","11459"
"06.03.2018 03:00 - 06.03.2018 04:00","11768","11609"
"06.03.2018 04:00 - 06.03.2018 05:00","12115","12014"
"06.03.2018 05:00 - 06.03.2018 06:00","12800","12815"
"06.03.2018 06:00 - 06.03.2018 07:00","12970","12862"
"06.03.2018 07:00 - 06.03.2018 08:00","13100","12960"
"06.03.2018 08:00 - 06.03.2018 09:00","13120","13010"
"06.03.2018 09:00 - 06.03.2018 10:00","13078","12931"
"06.03.2018 10:00 - 06.03.2018 11:00","12946","12740"
"06.03.2018 11:00 - 06.03.2018 12:00","12935","12579"
"06.03.2018 12:00 - 06.03.2018 13:00","12863","12478"
"06.03.2018 13:00 - 06.03.2018 14:00","12829","12423"
"06.03.2018 14:00 - 06.03.2018 15:00","12793","12369"
"06.03.2018 15:00 - 06.03.2018 16:00","12761","12276"
"06.03.2018 16:00 - 06.03.2018 17:00","12829","12384"
"06.03.2018 17:00 - 06.03.2018 18:00","13062","12701"
"06.03.2018 18:00 - 06.03.2018 19:00","13259","12901"
"06.03.2018 19:00 - 06.03.2018 20:00","13129","12671"
"06.03.2018 20:00 - 06.03.2018 21:00","12726","12188"
"06.03.2018 21:00 - 06.03.2018 22:00","12732","12288"
"06.03.2018 22:00 - 06.03.2018 23:00","12539","12197"
"06.03.2018 23:00 - 07.03.2018 00:00","12045","11814"
"07.03.2018 00:00 - 07.03.2018 01:00","11826","11549"
"07.03.2018 01:00 - 07.03.2018 02:00","11693","11330"
"07.03.2018 02:00 - 07.03.2018 03:00","11667","11290"
"07.03.2018 03:00 - 07.03.2018 04:00","11771","11466"
"07.03.2018 04:00 - 07.03.2018 05:00","12125","11853"
"07.03.2018 05:00 - 07.03.2018 06:00","12763","12654"
"07.03.2018 06:00 - 07.03.2018 07:00","12953","12688"
"07.03.2018 07:00 - 07.03.2018 08:00","13110","12790"
"07.03.2018 08:00 - 07.03.2018 09:00","13175","12887"
"07.03.2018 09:00 - 07.03.2018 10:00","13061","12720"
"07.03.2018 10:00 - 07.03.2018 11:00","13021","12673"
"07.03.2018 11:00 - 07.03.2018 12:00","12989","12489"
"07.03.2018 12:00 - 07.03.2018 13:00","12921","12359"
"07.03.2018 13:00 - 07.03.2018 14:00","12861","12236"
"07.03.2018 14:00 - 07.03.2018 15:00","12787","12064"
"07.03.2018 15:00 - 07.03.2018 16:00","12692","12065"
"07.03.2018 16:00 - 07.03.2018 17:00","12723","12154"
"07.03.2018 17:00 - 07.03.2018 18:00","12934","12591"
"07.03.2018 18:00 - 07.03.2018 19:00","13137","12829"
"07.03.2018 19:00 - 07.03.2018 20:00","13004","12651"
"07.03.2018 20:00 - 07.03.2018 21:00","12594","12095"
"07.03.2018 21:00 - 07.03.2018 22:00","12580","12172"
"07.03.2018 22:00 - 07.03.2018 23:00","12359","12132"
"07.03.2018 23:00 - 08.03.2018 00:00","11954","11763"
"08.03.2018 00:00 - 08.03.2018 01:00","11716","11481"
"08.03.2018 01:00 - 08.03.2018 02:00","11564","11339"
"08.03.2018 02:00 - 08.03.2018 03:00","11549","11301"
"08.03.2018 03:00 - 08.03.2018 04:00","11662","11443"
"08.03.2018 04:00 - 08.03.2018 05:00","12026","11840"
"08.03.2018 05:00 - 08.03.2018 06:00","12704","12559"
"08.03.2018 06:00 - 08.03.2018 07:00","12879","12712"
"08.03.2018 07:00 - 08.03.2018 08:00","13019","12891"
"08.03.2018 08:00 - 08.03.2018 09:00","13020","12993"
"08.03.2018 09:00 - 08.03.2018 10:00","12937","12907"
"08.03.2018 10:00 - 08.03.2018 11:00","12871","12815"
"08.03.2018 11:00 - 08.03.2018 12:00","12890","12721"
"08.03.2018 12:00 - 08.03.2018 13:00","12795","12577"
"08.03.2018 13:00 - 08.03.2018 14:00","12719","12556"
"08.03.2018 14:00 - 08.03.2018 15:00","12662","12453"
"08.03.2018 15:00 - 08.03.2018 16:00","12613","12276"
"08.03.2018 16:00 - 08.03.2018 17:00","12681","12269"
"08.03.2018 17:00 - 08.03.2018 18:00","12933","12599"
"08.03.2018 18:00 - 08.03.2018 19:00","13116","12806"
"08.03.2018 19:00 - 08.03.2018 20:00","12943","12553"
"08.03.2018 20:00 - 08.03.2018 21:00","12484","12005"
"08.03.2018 21:00 - 08.03.2018 22:00","12484","11986"
"08.03.2018 22:00 - 08.03.2018 23:00","12243","11739"
"08.03.2018 23:00 - 09.03.2018 00:00","11675","11332"
"09.03.2018 00:00 - 09.03.2018 01:00","11387","10974"
"09.03.2018 01:00 - 09.03.2018 02:00","11186","10808"
"09.03.2018 02:00 - 09.03.2018 03:00","11112","10762"
"09.03.2018 03:00 - 09.03.2018 04:00","11201","10781"
"09.03.2018 04:00 - 09.03.2018 05:00","11569","11133"
"09.03.2018 05:00 - 09.03.2018 06:00","12245","11932"
"09.03.2018 06:00 - 09.03.2018 07:00","12460","12042"
"09.03.2018 07:00 - 09.03.2018 08:00","12730","12233"
"09.03.2018 08:00 - 09.03.2018 09:00","12901","12344"
"09.03.2018 09:00 - 09.03.2018 10:00","12803","12346"
"09.03.2018 10:00 - 09.03.2018 11:00","12750","12277"
"09.03.2018 11:00 - 09.03.2018 12:00","12725","12217"
"09.03.2018 12:00 - 09.03.2018 13:00","12582","12100"
"09.03.2018 13:00 - 09.03.2018 14:00","12473","11977"
"09.03.2018 14:00 - 09.03.2018 15:00","12402","11864"
"09.03.2018 15:00 - 09.03.2018 16:00","12386","11858"
"09.03.2018 16:00 - 09.03.2018 17:00","12419","11954"
"09.03.2018 17:00 - 09.03.2018 18:00","12755","12190"
"09.03.2018 18:00 - 09.03.2018 19:00","12926","12337"
"09.03.2018 19:00 - 09.03.2018 20:00","12667","12034"
"09.03.2018 20:00 - 09.03.2018 21:00","12164","11531"
"09.03.2018 21:00 - 09.03.2018 22:00","12165","11567"
"09.03.2018 22:00 - 09.03.2018 23:00","11911","11278"
"09.03.2018 23:00 - 10.03.2018 00:00","11150","10811"
"10.03.2018 00:00 - 10.03.2018 01:00","10789","10485"
"10.03.2018 01:00 - 10.03.2018 02:00","10564","10254"
"10.03.2018 02:00 - 10.03.2018 03:00","10451","10133"
"10.03.2018 03:00 - 10.03.2018 04:00","10462","10074"
"10.03.2018 04:00 - 10.03.2018 05:00","10576","10184"
"10.03.2018 05:00 - 10.03.2018 06:00","10769","10419"
"10.03.2018 06:00 - 10.03.2018 07:00","10689","10298"
"10.03.2018 07:00 - 10.03.2018 08:00","10974","10584"
"10.03.2018 08:00 - 10.03.2018 09:00","11208","10842"
"10.03.2018 09:00 - 10.03.2018 10:00","11319","11013"
"10.03.2018 10:00 - 10.03.2018 11:00","11293","11029"
"10.03.2018 11:00 - 10.03.2018 12:00","11216","10999"
"10.03.2018 12:00 - 10.03.2018 13:00","11125","10902"
"10.03.2018 13:00 - 10.03.2018 14:00","11080","10879"
"10.03.2018 14:00 - 10.03.2018 15:00","11142","10892"
"10.03.2018 15:00 - 10.03.2018 16:00","11269","10975"
"10.03.2018 16:00 - 10.03.2018 17:00","11514","11197"
"10.03.2018 17:00 - 10.03.2018 18:00","11971","11627"
"10.03.2018 18:00 - 10.03.2018 19:00","12083","11782"
"10.03.2018 19:00 - 10.03.2018 20:00","11706","11345"
"10.03.2018 20:00 - 10.03.2018 21:00","11286","10903"
"10.03.2018 21:00 - 10.03.2018 22:00","11374","11036"
"10.03.2018 22:00 - 10.03.2018 23:00","11234","10887"
"10.03.2018 23:00 - 11.03.2018 00:00","10755","10468"
"11.03.2018 00:00 - 11.03.2018 01:00","10398","10191"
"11.03.2018 01:00 - 11.03.2018 02:00","10154","10002"
"11.03.2018 02:00 - 11.03.2018 03:00","10061","9899"
"11.03.2018 03:00 - 11.03.2018 04:00","10023","9911"
"11.03.2018 04:00 - 11.03.2018 05:00","10120","9962"
"11.03.2018 05:00 - 11.03.2018 06:00","10217","10101"
"11.03.2018 06:00 - 11.03.2018 07:00","10087","9955"
"11.03.2018 07:00 - 11.03.2018 08:00","10306","10160"
"11.03.2018 08:00 - 11.03.2018 09:00","10564","10361"
"11.03.2018 09:00 - 11.03.2018 10:00","10740","10506"
"11.03.2018 10:00 - 11.03.2018 11:00","10775","10576"
"11.03.2018 11:00 - 11.03.2018 12:00","10735","10582"
"11.03.2018 12:00 - 11.03.2018 13:00","10640","10473"
"11.03.2018 13:00 - 11.03.2018 14:00","10551","10423"
"11.03.2018 14:00 - 11.03.2018 15:00","10557","10435"
"11.03.2018 15:00 - 11.03.2018 16:00","10636","10415"
"11.03.2018 16:00 - 11.03.2018 17:00","10820","10530"
"11.03.2018 17:00 - 11.03.2018 18:00","11290","10970"
"11.03.2018 18:00 - 11.03.2018 19:00","11529","11313"
"11.03.2018 19:00 - 11.03.2018 20:00","11335","11127"
"11.03.2018 20:00 - 11.03.2018 21:00","10943","10736"
"11.03.2018 21:00 - 11.03.2018 22:00","11177","11033"
"11.03.2018 22:00 - 11.03.2018 23:00","11078","10924"
"11.03.2018 23:00 - 12.03.2018 00:00","10804","10561"
"12.03.2018 00:00 - 12.03.2018 01:00","10570","10308"
"12.03.2018 01:00 - 12.03.2018 02:00","10426","10101"
"12.03.2018 02:00 - 12.03.2018 03:00","10452","10095"
"12.03.2018 03:00 - 12.03.2018 04:00","10566","10245"
"12.03.2018 04:00 - 12.03.2018 05:00","10956","10604"
"12.03.2018 05:00 - 12.03.2018 06:00","11750","11292"
"12.03.2018 06:00 - 12.03.2018 07:00","12037","11659"
"12.03.2018 07:00 - 12.03.2018 08:00","12260","11860"
"12.03.2018 08:00 - 12.03.2018 09:00","12264","11919"
"12.03.2018 09:00 - 12.03.2018 10:00","12126","11883"
"12.03.2018 10:00 - 12.03.2018 11:00","11997","11830"
"12.03.2018 11:00 - 12.03.2018 12:00","11955","11734"
"12.03.2018 12:00 - 12.03.2018 13:00","11880","11609"
"12.03.2018 13:00 - 12.03.2018 14:00","11743","11608"
"12.03.2018 14:00 - 12.03.2018 15:00","11717","11623"
"12.03.2018 15:00 - 12.03.2018 16:00","11659","11424"
"12.03.2018 16:00 - 12.03.2018 17:00","11628","11525"
"12.03.2018 17:00 - 12.03.2018 18:00","11880","11767"
"12.03.2018 18:00 - 12.03.2018 19:00","12130","11986"
"12.03.2018 19:00 - 12.03.2018 20:00","11984","11797"
"12.03.2018 20:00 - 12.03.2018 21:00","11471","11302"
"12.03.2018 21:00 - 12.03.2018 22:00","11459","11458"
"12.03.2018 22:00 - 12.03.2018 23:00","11220","11187"
"12.03.2018 23:00 - 13.03.2018 00:00","10947","10652"
"13.03.2018 00:00 - 13.03.2018 01:00","10621","10345"
"13.03.2018 01:00 - 13.03.2018 02:00","10408","10093"
"13.03.2018 02:00 - 13.03.2018 03:00","10326","10002"
"13.03.2018 03:00 - 13.03.2018 04:00","10390","10060"
"13.03.2018 04:00 - 13.03.2018 05:00","10732","10444"
"13.03.2018 05:00 - 13.03.2018 06:00","11404","11082"
"13.03.2018 06:00 - 13.03.2018 07:00","11593","11272"
"13.03.2018 07:00 - 13.03.2018 08:00","11784","11432"
"13.03.2018 08:00 - 13.03.2018 09:00","11865","11477"
"13.03.2018 09:00 - 13.03.2018 10:00","11841","11467"
"13.03.2018 10:00 - 13.03.2018 11:00","11820","11469"
"13.03.2018 11:00 - 13.03.2018 12:00","11859","11429"
"13.03.2018 12:00 - 13.03.2018 13:00","11768","11384"
"13.03.2018 13:00 - 13.03.2018 14:00","11676","11374"
"13.03.2018 14:00 - 13.03.2018 15:00","11613","11325"
"13.03.2018 15:00 - 13.03.2018 16:00","11530","11298"
"13.03.2018 16:00 - 13.03.2018 17:00","11559","11308"
"13.03.2018 17:00 - 13.03.2018 18:00","11768","11611"
"13.03.2018 18:00 - 13.03.2018 19:00","12013","11822"
"13.03.2018 19:00 - 13.03.2018 20:00","11868","11620"
"13.03.2018 20:00 - 13.03.2018 21:00","11393","11105"
"13.03.2018 21:00 - 13.03.2018 22:00","11401","11189"
"13.03.2018 22:00 - 13.03.2018 23:00","11173","10957"
"13.03.2018 23:00 - 14.03.2018 00:00","10855","10440"
"14.03.2018 00:00 - 14.03.2018 01:00","10556","10130"
"14.03.2018 01:00 - 14.03.2018 02:00","10376","9966"
"14.03.2018 02:00 - 14.03.2018 03:00","10341","9941"
"14.03.2018 03:00 - 14.03.2018 04:00","10458","10067"
"14.03.2018 04:00 - 14.03.2018 05:00","10872","10475"
"14.03.2018 05:00 - 14.03.2018 06:00","11639","11224"
"14.03.2018 06:00 - 14.03.2018 07:00","11868","11452"
"14.03.2018 07:00 - 14.03.2018 08:00","12100","11728"
"14.03.2018 08:00 - 14.03.2018 09:00","12210","11870"
"14.03.2018 09:00 - 14.03.2018 10:00","12191","11826"
"14.03.2018 10:00 - 14.03.2018 11:00","12140","11805"
"14.03.2018 11:00 - 14.03.2018 12:00","12138","11721"
"14.03.2018 12:00 - 14.03.2018 13:00","12037","11573"
"14.03.2018 13:00 - 14.03.2018 14:00","11928","11599"
"14.03.2018 14:00 - 14.03.2018 15:00","11882","11586"
"14.03.2018 15:00 - 14.03.2018 16:00","11874","11543"
"14.03.2018 16:00 - 14.03.2018 17:00","11913","11567"
"14.03.2018 17:00 - 14.03.2018 18:00","12244","11809"
"14.03.2018 18:00 - 14.03.2018 19:00","12608","12299"
"14.03.2018 19:00 - 14.03.2018 20:00","12503","12120"
"14.03.2018 20:00 - 14.03.2018 21:00","12006","11625"
"14.03.2018 21:00 - 14.03.2018 22:00","12048","11670"
"14.03.2018 22:00 - 14.03.2018 23:00","11841","11440"
"14.03.2018 23:00 - 15.03.2018 00:00","11429","10967"
"15.03.2018 00:00 - 15.03.2018 01:00","11149","10723"
"15.03.2018 01:00 - 15.03.2018 02:00","10987","10621"
"15.03.2018 02:00 - 15.03.2018 03:00","10962","10608"
"15.03.2018 03:00 - 15.03.2018 04:00","11079","10808"
"15.03.2018 04:00 - 15.03.2018 05:00","11500","11221"
"15.03.2018 05:00 - 15.03.2018 06:00","12274","11876"
"15.03.2018 06:00 - 15.03.2018 07:00","12535","12175"
"15.03.2018 07:00 - 15.03.2018 08:00","12764","12225"
"15.03.2018 08:00 - 15.03.2018 09:00","12787","12327"
"15.03.2018 09:00 - 15.03.2018 10:00","12660","12240"
"15.03.2018 10:00 - 15.03.2018 11:00","12566","12102"
"15.03.2018 11:00 - 15.03.2018 12:00","12534","12031"
"15.03.2018 12:00 - 15.03.2018 13:00","12418","11921"
"15.03.2018 13:00 - 15.03.2018 14:00","12324","11792"
"15.03.2018 14:00 - 15.03.2018 15:00","12265","11794"
"15.03.2018 15:00 - 15.03.2018 16:00","12215","11759"
"15.03.2018 16:00 - 15.03.2018 17:00","12293","11856"
"15.03.2018 17:00 - 15.03.2018 18:00","12610","12130"
"15.03.2018 18:00 - 15.03.2018 19:00","12987","12575"
"15.03.2018 19:00 - 15.03.2018 20:00","12916","12405"
"15.03.2018 20:00 - 15.03.2018 21:00","12434","11981"
"15.03.2018 21:00 - 15.03.2018 22:00","12473","12083"
"15.03.2018 22:00 - 15.03.2018 23:00","12254","11916"
"15.03.2018 23:00 - 16.03.2018 00:00","11800","11606"
"16.03.2018 00:00 - 16.03.2018 01:00","11554","11396"
"16.03.2018 01:00 - 16.03.2018 02:00","11409","11351"
"16.03.2018 02:00 - 16.03.2018 03:00","11426","11368"
"16.03.2018 03:00 - 16.03.2018 04:00","11541","11510"
"16.03.2018 04:00 - 16.03.2018 05:00","11939","11962"
"16.03.2018 05:00 - 16.03.2018 06:00","12665","12654"
"16.03.2018 06:00 - 16.03.2018 07:00","12917","12941"
"16.03.2018 07:00 - 16.03.2018 08:00","13166","13062"
"16.03.2018 08:00 - 16.03.2018 09:00","13146","12986"
"16.03.2018 09:00 - 16.03.2018 10:00","12941","12831"
"16.03.2018 10:00 - 16.03.2018 11:00","12820","12534"
"16.03.2018 11:00 - 16.03.2018 12:00","12697","12274"
"16.03.2018 12:00 - 16.03.2018 13:00","12547","12150"
"16.03.2018 13:00 - 16.03.2018 14:00","12439","12036"
"16.03.2018 14:00 - 16.03.2018 15:00","12416","11931"
"16.03.2018 15:00 - 16.03.2018 16:00","12387","11854"
"16.03.2018 16:00 - 16.03.2018 17:00","12459","12011"
"16.03.2018 17:00 - 16.03.2018 18:00","12793","12171"
"16.03.2018 18:00 - 16.03.2018 19:00","13109","12660"
"16.03.2018 19:00 - 16.03.2018 20:00","12964","12460"
"16.03.2018 20:00 - 16.03.2018 21:00","12561","11956"
"16.03.2018 21:00 - 16.03.2018 22:00","12625","12124"
"16.03.2018 22:00 - 16.03.2018 23:00","12418","11989"
"16.03.2018 23:00 - 17.03.2018 00:00","11808","11673"
"17.03.2018 00:00 - 17.03.2018 01:00","11527","11512"
"17.03.2018 01:00 - 17.03.2018 02:00","11360","11402"
"17.03.2018 02:00 - 17.03.2018 03:00","11306","11369"
"17.03.2018 03:00 - 17.03.2018 04:00","11340","11471"
"17.03.2018 04:00 - 17.03.2018 05:00","11488","11634"
"17.03.2018 05:00 - 17.03.2018 06:00","11647","11723"
"17.03.2018 06:00 - 17.03.2018 07:00","11608","11661"
"17.03.2018 07:00 - 17.03.2018 08:00","11823","11829"
"17.03.2018 08:00 - 17.03.2018 09:00","11942","11840"
"17.03.2018 09:00 - 17.03.2018 10:00","11929","11773"
"17.03.2018 10:00 - 17.03.2018 11:00","11837","11629"
"17.03.2018 11:00 - 17.03.2018 12:00","11769","11442"
"17.03.2018 12:00 - 17.03.2018 13:00","11659","11288"
"17.03.2018 13:00 - 17.03.2018 14:00","11611","11131"
"17.03.2018 14:00 - 17.03.2018 15:00","11647","11164"
"17.03.2018 15:00 - 17.03.2018 16:00","11755","11268"
"17.03.2018 16:00 - 17.03.2018 17:00","11978","11508"
"17.03.2018 17:00 - 17.03.2018 18:00","12401","11862"
"17.03.2018 18:00 - 17.03.2018 19:00","12672","12250"
"17.03.2018 19:00 - 17.03.2018 20:00","12371","12026"
"17.03.2018 20:00 - 17.03.2018 21:00","11956","11507"
"17.03.2018 21:00 - 17.03.2018 22:00","12044","11607"
"17.03.2018 22:00 - 17.03.2018 23:00","11910","11476"
"17.03.2018 23:00 - 18.03.2018 00:00","11413","11166"
"18.03.2018 00:00 - 18.03.2018 01:00","11111","10839"
"18.03.2018 01:00 - 18.03.2018 02:00","10909","10653"
"18.03.2018 02:00 - 18.03.2018 03:00","10830","10497"
"18.03.2018 03:00 - 18.03.2018 04:00","10816","10438"
"18.03.2018 04:00 - 18.03.2018 05:00","10851","10415"
"18.03.2018 05:00 - 18.03.2018 06:00","10919","10403"
"18.03.2018 06:00 - 18.03.2018 07:00","10784","10323"
"18.03.2018 07:00 - 18.03.2018 08:00","10945","10584"
"18.03.2018 08:00 - 18.03.2018 09:00","11049","10720"
"18.03.2018 09:00 - 18.03.2018 10:00","11087","10739"
"18.03.2018 10:00 - 18.03.2018 11:00","11171","10663"
"18.03.2018 11:00 - 18.03.2018 12:00","11023","10508"
"18.03.2018 12:00 - 18.03.2018 13:00","10795","10386"
"18.03.2018 13:00 - 18.03.2018 14:00","10866","10344"
"18.03.2018 14:00 - 18.03.2018 15:00","10790","10390"
"18.03.2018 15:00 - 18.03.2018 16:00","10823","10354"
"18.03.2018 16:00 - 18.03.2018 17:00","10969","10623"
"18.03.2018 17:00 - 18.03.2018 18:00","11353","10930"
"18.03.2018 18:00 - 18.03.2018 19:00","11659","11535"
"18.03.2018 19:00 - 18.03.2018 20:00","11582","11363"
"18.03.2018 20:00 - 18.03.2018 21:00","11286","10847"
"18.03.2018 21:00 - 18.03.2018 22:00","11476","11045"
"18.03.2018 22:00 - 18.03.2018 23:00","11351","10897"
"18.03.2018 23:00 - 19.03.2018 00:00","10801","10514"
"19.03.2018 00:00 - 19.03.2018 01:00","10508","10206"
"19.03.2018 01:00 - 19.03.2018 02:00","10314","10012"
"19.03.2018 02:00 - 19.03.2018 03:00","10298","9976"
"19.03.2018 03:00 - 19.03.2018 04:00","10410","10099"
"19.03.2018 04:00 - 19.03.2018 05:00","10792","10502"
"19.03.2018 05:00 - 19.03.2018 06:00","11599","11128"
"19.03.2018 06:00 - 19.03.2018 07:00","11937","11428"
"19.03.2018 07:00 - 19.03.2018 08:00","12151","11669"
"19.03.2018 08:00 - 19.03.2018 09:00","12156","11619"
"19.03.2018 09:00 - 19.03.2018 10:00","11981","11543"
"19.03.2018 10:00 - 19.03.2018 11:00","11888","11557"
"19.03.2018 11:00 - 19.03.2018 12:00","11792","11512"
"19.03.2018 12:00 - 19.03.2018 13:00","11515","11424"
"19.03.2018 13:00 - 19.03.2018 14:00","11641","11394"
"19.03.2018 14:00 - 19.03.2018 15:00","11574","11271"
"19.03.2018 15:00 - 19.03.2018 16:00","11432","11256"
"19.03.2018 16:00 - 19.03.2018 17:00","11519","11272"
"19.03.2018 17:00 - 19.03.2018 18:00","11632","11338"
"19.03.2018 18:00 - 19.03.2018 19:00","12190","11828"
"19.03.2018 19:00 - 19.03.2018 20:00","12139","11673"
"19.03.2018 20:00 - 19.03.2018 21:00","11627","11164"
"19.03.2018 21:00 - 19.03.2018 22:00","11613","11263"
"19.03.2018 22:00 - 19.03.2018 23:00","11364","10986"
"19.03.2018 23:00 - 20.03.2018 00:00","10845","10555"
"20.03.2018 00:00 - 20.03.2018 01:00","10543","10319"
"20.03.2018 01:00 - 20.03.2018 02:00","10352","10236"
"20.03.2018 02:00 - 20.03.2018 03:00","10297","10216"
"20.03.2018 03:00 - 20.03.2018 04:00","10401","10316"
"20.03.2018 04:00 - 20.03.2018 05:00","10806","10641"
"20.03.2018 05:00 - 20.03.2018 06:00","11535","11226"
"20.03.2018 06:00 - 20.03.2018 07:00","11833","11680"
"20.03.2018 07:00 - 20.03.2018 08:00","12090","11948"
"20.03.2018 08:00 - 20.03.2018 09:00","12155","11952"
"20.03.2018 09:00 - 20.03.2018 10:00","12091","11754"
